ER34101,ER34901,income_2010,income_2020,above_median_2021,wealth_no_equity,wealth_with_equity,age_head,hh_size,num_children,education,education_years,employment_status,family_structure,race_ethnicity,geography,housing_tenure,monthly_housing_cost,annual_housing_cost,housing_cost_burden,cost_burdened
2332,4829,35300.0,60468.0,0.0,-3500,-3500,52,2,0,Less than HS,11.0,Temp Laid Off,Single/Unpartnered,Black/African American,Midwest,Renter,400.0,4800.0,0.1359773371104816,Not Burdened (<30%)
2270,7853,16896.0,3000.0,0.0,0,0,48,6,4,Some College / AA,13.0,Unemployed,Single/Unpartnered,Black/African American,Midwest,Renter,450.0,5400.0,0.3196022727272727,Cost Burdened (≥30%)
2317,1985,6000.0,12000.0,0.0,-3700,86300,50,2,0,Less than HS,10.0,Working,Married/Partnered,Black/African American,Midwest,Owner,,,,Not Reported
2768,6667,15000.0,20000.0,0.0,500,500,49,1,0,HS Diploma,12.0,Unemployed,Single/Unpartnered,Black/African American,Midwest,Renter,300.0,3600.0,0.24,Not Burdened (<30%)
3381,6216,20000.0,52817.0,0.0,8200,8200,23,2,1,HS Diploma,12.0,Working,Married/Partnered,Black/African American,Midwest,Renter,600.0,7200.0,0.36,Cost Burdened (≥30%)
6938,9085,36832.0,50832.0,0.0,0,23000,73,5,0,Graduate Degree,16.0,Not in Labor Force,Married/Partnered,Black/African American,Midwest,Owner,300.0,3600.0,0.09774109470026064,Not Burdened (<30%)
2896,4281,32767.0,64723.0,0.0,-100000,-40000,51,1,0,Some College / AA,13.0,Unemployed,Single/Unpartnered,Black/African American,Midwest,Owner,,,,Not Reported
3806,2238,18088.0,133000.0,1.0,-24000,-24000,28,2,1,Bachelor's Degree,15.0,Unemployed,Married/Partnered,Black/African American,Midwest,Renter,140.0,1680.0,0.09287925696594428,Not Burdened (<30%)
4377,2581,25000.0,71000.0,1.0,6000,6000,24,2,1,Some College / AA,14.0,Working,Married/Partnered,Black/African American,Midwest,Renter,500.0,6000.0,0.24,Not Burdened (<30%)
4214,7695,19000.0,166900.0,1.0,0,0,23,2,1,HS Diploma,12.0,Working,Married/Partnered,Black/African American,Midwest,Renter,250.0,3000.0,0.15789473684210525,Not Burdened (<30%)
277,2656,26460.0,21660.0,0.0,0,0,53,1,0,Some College / AA,13.0,Working,Married/Partnered,Black/African American,Midwest,Renter,500.0,6000.0,0.22675736961451248,Not Burdened (<30%)
368,7705,17350.0,52504.0,0.0,0,0,34,3,2,Less than HS,11.0,Other,Married/Partnered,Black/African American,Midwest,Renter,519.0,6228.0,0.3589625360230548,Cost Burdened (≥30%)
7532,8414,10300.0,34200.0,0.0,0,0,33,1,0,Some College / AA,14.0,Unemployed,Married/Partnered,Black/African American,Midwest,Renter,200.0,2400.0,0.23300970873786409,Not Burdened (<30%)
1323,6436,28000.0,81610.0,1.0,-13000,-13000,27,5,4,HS Diploma,12.0,Working,Married/Partnered,Black/African American,Midwest,Renter,625.0,7500.0,0.26785714285714285,Not Burdened (<30%)
1843,7664,29621.0,27960.0,0.0,-3000,-3000,23,2,1,Less than HS,11.0,Unemployed,Married/Partnered,Black/African American,Midwest,Renter,350.0,4200.0,0.1417912967151683,Not Burdened (<30%)
5410,2229,21050.0,32000.0,0.0,1050,1050,50,2,0,Less than HS,11.0,Working,Married/Partnered,Black/African American,South,Neither,,,,Not Reported
6232,2552,30399.0,45000.0,0.0,0,0,49,2,1,HS Diploma,12.0,Unemployed,Married/Partnered,Black/African American,South,Renter,550.0,6600.0,0.2171124050133228,Not Burdened (<30%)
8068,2838,10212.0,11808.0,0.0,-20000,-20000,62,1,0,Less than HS,11.0,Not in Labor Force,Single/Unpartnered,Black/African American,South,Neither,,,,Not Reported
7185,4221,33210.0,94620.0,1.0,3000,3000,39,2,0,HS Diploma,12.0,Not in Labor Force,Single/Unpartnered,Black/African American,South,Renter,875.0,10500.0,0.31616982836495033,Cost Burdened (≥30%)
1885,7236,7745.0,8168.0,0.0,0,0,36,2,1,HS Diploma,12.0,Working,Married/Partnered,Black/African American,South,Renter,630.0,7560.0,0.9761136216914138,Cost Burdened (≥30%)
3397,665,7731.0,16124.0,0.0,2000,40000,51,2,0,HS Diploma,12.0,Unemployed,Single/Unpartnered,Black/African American,Midwest,Owner,545.0,6540.0,0.8459448971672487,Cost Burdened (≥30%)
5269,655,10713.0,24000.0,0.0,4340,4340,27,1,0,HS Diploma,12.0,Working,Married/Partnered,Black/African American,Midwest,Renter,323.0,3876.0,0.3618034164099692,Cost Burdened (≥30%)
1718,2131,26000.0,41230.0,0.0,5000,5000,51,1,0,HS Diploma,12.0,Working,Single/Unpartnered,Black/African American,South,Renter,665.0,7980.0,0.3069230769230769,Cost Burdened (≥30%)
3791,6852,34800.0,29053.0,0.0,-59550,-59550,43,4,1,Graduate Degree,17.0,Working,Married/Partnered,Black/African American,Midwest,Renter,850.0,10200.0,0.29310344827586204,Not Burdened (<30%)
2022,2106,5358.0,32000.0,0.0,0,64000,34,4,3,Bachelor's Degree,15.0,Unemployed,Married/Partnered,Black/African American,South,Owner,890.0,10680.0,1.9932810750279955,Cost Burdened (≥30%)
2646,7162,7034.0,50914.0,0.0,-5000,-5000,33,4,3,Some College / AA,13.0,Working,Single/Unpartnered,Black/African American,Midwest,Neither,,,,Not Reported
570,3403,30821.0,13932.0,0.0,-6000,-6000,61,3,0,HS Diploma,12.0,Other,Single/Unpartnered,Black/African American,South,Renter,525.0,6300.0,0.20440608675902794,Not Burdened (<30%)
1408,6163,34700.0,53000.0,0.0,4000,4000,36,2,1,Some College / AA,14.0,Working,Married/Partnered,Black/African American,South,Owner,750.0,9000.0,0.25936599423631124,Not Burdened (<30%)
1316,2158,19576.0,33171.0,0.0,10000,10000,28,5,4,Less than HS,11.0,Working,Married/Partnered,Black/African American,South,Renter,222.0,2664.0,0.13608500204331836,Not Burdened (<30%)
1664,5486,1300.0,28800.0,0.0,700,700,23,3,2,Some College / AA,13.0,Other,Married/Partnered,Black/African American,South,Renter,700.0,8400.0,2.0,Cost Burdened (≥30%)
1799,6808,3100.0,211000.0,1.0,1000,1000,36,3,1,Less than HS,11.0,Working,Married/Partnered,Black/African American,South,Renter,725.0,8700.0,2.0,Cost Burdened (≥30%)
7062,7446,18840.0,50052.0,0.0,13100,11100,48,4,1,Less than HS,10.0,Not in Labor Force,Married/Partnered,,South,Owner,250.0,3000.0,0.1592356687898089,Not Burdened (<30%)
8515,3816,30150.0,39550.0,0.0,-149000,-149000,58,1,0,Some College / AA,13.0,Working,Single/Unpartnered,Black/African American,South,Renter,200.0,2400.0,0.07960199004975124,Not Burdened (<30%)
1125,5563,24000.0,42600.0,0.0,4500,54500,57,2,1,HS Diploma,12.0,Not in Labor Force,Married/Partnered,Black/African American,South,Owner,,,,Not Reported
1922,3416,14400.0,26900.0,0.0,-75000,-75000,37,1,0,HS Diploma,12.0,Other,Single/Unpartnered,Black/African American,South,Renter,450.0,5400.0,0.375,Cost Burdened (≥30%)
3338,2957,20000.0,72075.0,1.0,-18500,-18500,23,1,0,Graduate Degree,16.0,Working,Married/Partnered,Black/African American,South,Renter,485.0,5820.0,0.291,Not Burdened (<30%)
2721,666,33206.0,46852.0,0.0,229100,229100,50,3,1,Graduate Degree,16.0,Working,Married/Partnered,Black/African American,South,Renter,700.0,8400.0,0.25296633138589414,Not Burdened (<30%)
1673,2966,12515.0,13205.0,0.0,1800,1800,58,1,0,Some College / AA,14.0,Not in Labor Force,Married/Partnered,Black/African American,Midwest,Renter,390.0,4680.0,0.3739512584898122,Cost Burdened (≥30%)
2261,5663,24000.0,0.0,0.0,0,0,55,1,0,Less than HS,11.0,Working,Married/Partnered,Black/African American,Midwest,Renter,400.0,4800.0,0.2,Not Burdened (<30%)
2770,6777,18000.0,16683.0,0.0,3000,3000,22,1,0,Less than HS,10.0,Working,Married/Partnered,Black/African American,Midwest,Renter,250.0,3000.0,0.16666666666666666,Not Burdened (<30%)
1688,4274,7879.0,56000.0,0.0,19800,19800,20,1,0,HS Diploma,12.0,Working,Married/Partnered,Black/African American,Midwest,Renter,350.0,4200.0,0.5330625713923086,Cost Burdened (≥30%)
5365,9023,1000.0,700.0,0.0,0,0,35,1,0,Less than HS,11.0,Working,Married/Partnered,Black/African American,Midwest,Neither,,,,Not Reported
2185,1128,15628.0,39900.0,0.0,-4900,16100,32,4,3,Bachelor's Degree,15.0,Not in Labor Force,Single/Unpartnered,Black/African American,South,Owner,475.0,5700.0,0.3647299718454057,Cost Burdened (≥30%)
1881,237,14767.0,16800.0,0.0,5100,90100,56,2,0,HS Diploma,12.0,Unemployed,Married/Partnered,Black/African American,South,Owner,,,,Not Reported
1903,224,12350.0,20396.0,0.0,-1000,-1000,41,2,0,Some College / AA,13.0,Other,Married/Partnered,Black/African American,South,Neither,,,,Not Reported
2278,2833,20724.0,19704.0,0.0,8200,88200,59,2,0,HS Diploma,12.0,Not in Labor Force,Single/Unpartnered,Black/African American,South,Owner,,,,Not Reported
4683,3969,28000.0,109610.0,1.0,13000,13000,27,2,0,Graduate Degree,17.0,Working,Married/Partnered,Black/African American,South,Renter,750.0,9000.0,0.32142857142857145,Cost Burdened (≥30%)
8214,6428,35000.0,1800.0,0.0,15000,15000,25,4,2,HS Diploma,12.0,Working,Married/Partnered,Black/African American,South,Renter,400.0,4800.0,0.13714285714285715,Not Burdened (<30%)
3414,3845,9057.0,35112.0,0.0,0,0,20,2,1,HS Diploma,12.0,Temp Laid Off,Married/Partnered,Black/African American,South,Renter,300.0,3600.0,0.39748261013580655,Cost Burdened (≥30%)
410,309,29660.0,76001.0,1.0,-40220,-40220,25,1,0,Graduate Degree,17.0,Working,Married/Partnered,Black/African American,South,Renter,438.0,5256.0,0.17720836142953472,Not Burdened (<30%)
8832,2636,13200.0,0.0,0.0,0,0,45,1,0,HS Diploma,12.0,Unemployed,Married/Partnered,Black/African American,South,Renter,20.0,240.0,0.01818181818181818,Not Burdened (<30%)
7721,6616,35000.0,89000.0,1.0,0,0,28,2,1,HS Diploma,12.0,Working,Married/Partnered,Black/African American,South,Renter,500.0,6000.0,0.17142857142857143,Not Burdened (<30%)
4398,1400,8088.0,650.0,0.0,0,0,40,3,2,Bachelor's Degree,15.0,Unemployed,Single/Unpartnered,Black/African American,South,Renter,110.0,1320.0,0.1632047477744807,Not Burdened (<30%)
5067,1397,1000.0,10800.0,0.0,0,0,18,2,0,Less than HS,11.0,Other,Married/Partnered,Black/African American,South,Neither,,,,Not Reported
6462,1647,1680.0,14100.0,0.0,0,0,37,4,3,HS Diploma,12.0,Other,Single/Unpartnered,Black/African American,South,Renter,1375.0,16500.0,2.0,Cost Burdened (≥30%)
6497,3326,26350.0,175050.0,1.0,-14500,-14500,36,1,0,Less than HS,11.0,Other,Single/Unpartnered,Black/African American,South,Renter,300.0,3600.0,0.1366223908918406,Not Burdened (<30%)
8300,6976,19000.0,1000.0,0.0,-28000,-28000,34,1,0,Graduate Degree,16.0,Unemployed,Married/Partnered,Black/African American,South,Renter,300.0,3600.0,0.18947368421052632,Not Burdened (<30%)
3691,3781,30166.0,52400.0,0.0,-13800,-13800,24,3,1,Bachelor's Degree,15.0,Unemployed,Married/Partnered,Black/African American,South,Renter,400.0,4800.0,0.15911953855333819,Not Burdened (<30%)
7117,8579,6900.0,75472.0,1.0,-9300,-9300,22,2,1,Some College / AA,13.0,Other,Married/Partnered,Black/African American,Midwest,Renter,65.0,780.0,0.11304347826086956,Not Burdened (<30%)
827,8149,30200.0,68012.0,1.0,18000,18000,42,6,4,Less than HS,10.0,Not in Labor Force,Married/Partnered,Black/African American,Midwest,Renter,400.0,4800.0,0.15894039735099338,Not Burdened (<30%)
3653,1007,35400.0,51000.0,0.0,1500,4500,57,2,0,Some College / AA,13.0,Working,Married/Partnered,Black/African American,Midwest,Owner,246.0,2952.0,0.08338983050847458,Not Burdened (<30%)
6811,7329,30900.0,60646.0,0.0,45500,45500,46,1,0,Some College / AA,14.0,Working,Single/Unpartnered,Black/African American,South,Neither,,,,Not Reported
6957,287,6000.0,3000.0,0.0,0,0,57,2,0,Less than HS,11.0,Working,Married/Partnered,Black/African American,South,Renter,75.0,900.0,0.15,Not Burdened (<30%)
5922,3442,32000.0,10992.0,0.0,0,0,47,1,0,HS Diploma,12.0,Working,Married/Partnered,Black/African American,South,Renter,500.0,6000.0,0.1875,Not Burdened (<30%)
5682,8157,11000.0,13000.0,0.0,10000,10000,30,7,6,Less than HS,10.0,Working,Married/Partnered,Black/African American,South,Neither,,,,Not Reported
5710,7941,18000.0,45045.0,0.0,4000,4000,25,1,0,Less than HS,10.0,Working,Married/Partnered,Black/African American,South,Renter,350.0,4200.0,0.23333333333333334,Not Burdened (<30%)
5923,2632,780.0,15100.0,0.0,0,0,24,5,4,Less than HS,9.0,Unemployed,Married/Partnered,Black/African American,South,Renter,50.0,600.0,0.7692307692307693,Cost Burdened (≥30%)
5611,3511,20520.0,37904.0,0.0,-8000,102000,71,2,0,,,Not in Labor Force,Married/Partnered,Black/African American,South,Owner,,,,Not Reported
3953,6696,17392.0,9012.0,0.0,2000,2000,72,1,0,HS Diploma,12.0,Working,Married/Partnered,Black/African American,South,Renter,200.0,2400.0,0.13799448022079117,Not Burdened (<30%)
2375,2820,8088.0,20472.0,0.0,0,0,54,3,0,HS Diploma,12.0,Working,Married/Partnered,Black/African American,South,Renter,325.0,3900.0,0.4821958456973294,Cost Burdened (≥30%)
6312,5969,8000.0,5877.0,0.0,0,0,46,1,0,HS Diploma,12.0,Unemployed,Single/Unpartnered,Black/African American,South,Renter,50.0,600.0,0.075,Not Burdened (<30%)
5937,5524,24000.0,30710.0,0.0,-22100,-22100,32,1,0,Graduate Degree,16.0,Working,Married/Partnered,Black/African American,South,Renter,550.0,6600.0,0.275,Not Burdened (<30%)
7363,8659,5000.0,10250.0,0.0,0,0,22,1,0,Less than HS,10.0,Unemployed,Married/Partnered,Black/African American,South,Renter,400.0,4800.0,0.96,Cost Burdened (≥30%)
3959,8350,26635.0,14516.0,0.0,30000,40000,57,6,3,Less than HS,9.0,Not in Labor Force,Married/Partnered,Black/African American,South,Owner,,,,Not Reported
2389,3876,8320.0,27560.0,0.0,0,0,47,2,0,HS Diploma,12.0,Not in Labor Force,Single/Unpartnered,Black/African American,South,Renter,50.0,600.0,0.07211538461538461,Not Burdened (<30%)
8622,8658,5774.0,5150.0,0.0,-50000,-50000,32,1,0,Graduate Degree,16.0,Unemployed,Married/Partnered,Black/African American,South,Renter,390.0,4680.0,0.8105299618981642,Cost Burdened (≥30%)
5995,6406,30636.0,39700.0,0.0,8000,13000,49,2,0,Some College / AA,13.0,Working,Married/Partnered,Black/African American,South,Owner,,,,Not Reported
6909,5589,20000.0,43600.0,0.0,20000,20000,22,2,1,HS Diploma,12.0,Working,Married/Partnered,Black/African American,South,Renter,417.0,5004.0,0.2502,Not Burdened (<30%)
6210,6515,35910.0,13788.0,0.0,0,0,22,1,0,HS Diploma,12.0,Unemployed,Married/Partnered,Black/African American,South,Renter,150.0,1800.0,0.05012531328320802,Not Burdened (<30%)
5706,7297,15276.0,20280.0,0.0,0,41000,66,2,0,Less than HS,6.0,Not in Labor Force,Married/Partnered,Black/African American,South,Owner,467.0,5604.0,0.36684996072270226,Cost Burdened (≥30%)
5058,5306,8100.0,9408.0,0.0,25200,25200,32,1,0,,,Unemployed,Married/Partnered,,South,Neither,,,,Not Reported
384,6031,10000.0,14400.0,0.0,0,0,59,1,0,Less than HS,9.0,Working,Single/Unpartnered,Black/African American,South,Renter,300.0,3600.0,0.36,Cost Burdened (≥30%)
2502,1946,14900.0,29720.0,0.0,15000,15000,43,1,0,HS Diploma,12.0,Working,Married/Partnered,Black/African American,South,Renter,389.0,4668.0,0.31328859060402686,Cost Burdened (≥30%)
4557,6362,7632.0,7716.0,0.0,0,0,58,4,1,Less than HS,11.0,Not in Labor Force,Married/Partnered,Black/African American,South,Renter,89.0,1068.0,0.139937106918239,Not Burdened (<30%)
4838,6080,1000.0,4764.0,0.0,500,500,55,1,0,Less than HS,11.0,Unemployed,Single/Unpartnered,Black/African American,South,Neither,,,,Not Reported
4902,6159,280.0,0.0,0.0,0,0,44,4,3,Some College / AA,13.0,Unemployed,Married/Partnered,Black/African American,South,Renter,450.0,5400.0,2.0,Cost Burdened (≥30%)
4653,4895,1200.0,10034.0,0.0,0,0,32,3,2,Less than HS,11.0,Unemployed,Married/Partnered,Black/African American,South,Neither,,,,Not Reported
4750,7263,17800.0,6500.0,0.0,2000,2000,27,4,3,Less than HS,11.0,Unemployed,Married/Partnered,Black/African American,South,Renter,400.0,4800.0,0.2696629213483146,Not Burdened (<30%)
4524,5782,4000.0,4300.0,0.0,5500,5500,26,5,4,Less than HS,11.0,Unemployed,Married/Partnered,Black/African American,South,Renter,25.0,300.0,0.075,Not Burdened (<30%)
6147,3387,25000.0,35000.0,0.0,2500,2500,25,1,0,Some College / AA,13.0,Working,Married/Partnered,Black/African American,South,Renter,450.0,5400.0,0.216,Not Burdened (<30%)
5341,5759,3018.0,34000.0,0.0,-24000,-24000,26,4,3,Graduate Degree,16.0,Working,Married/Partnered,Black/African American,South,Renter,395.0,4740.0,1.5705765407554673,Cost Burdened (≥30%)
7422,3581,9540.0,8800.0,0.0,400,400,33,4,2,Less than HS,11.0,Unemployed,Married/Partnered,White (Non-Hispanic),South,Renter,,,,Not Reported
8840,6908,1820.0,28455.0,0.0,-9200,-9200,58,2,1,Some College / AA,14.0,Not in Labor Force,Married/Partnered,Black/African American,South,Neither,,,,Not Reported
4725,1977,11160.0,16836.0,0.0,-4000,-4000,27,1,0,Some College / AA,14.0,Working,Married/Partnered,Black/African American,South,Renter,425.0,5100.0,0.45698924731182794,Cost Burdened (≥30%)
7373,7522,23440.0,35376.0,0.0,-28500,-8500,57,2,0,Graduate Degree,16.0,Working,Single/Unpartnered,Black/African American,South,Owner,,,,Not Reported
4810,4317,14842.0,20128.0,0.0,0,0,38,4,2,Some College / AA,14.0,Unemployed,Married/Partnered,Black/African American,South,Renter,525.0,6300.0,0.4244710955396847,Cost Burdened (≥30%)
4874,7502,11105.0,37798.0,0.0,2200,2200,20,2,1,Less than HS,10.0,Working,Married/Partnered,Black/African American,South,Renter,450.0,5400.0,0.48626744709590275,Cost Burdened (≥30%)
3366,2284,23200.0,28120.0,0.0,13115,23115,47,3,1,HS Diploma,12.0,Working,Single/Unpartnered,Black/African American,South,Owner,,,,Not Reported
3418,7925,28749.0,58000.0,0.0,-15500,-15500,28,2,0,Bachelor's Degree,15.0,Working,Married/Partnered,Black/African American,South,Renter,475.0,5700.0,0.1982677658353334,Not Burdened (<30%)
8888,5519,3000.0,34600.0,0.0,0,0,20,1,0,HS Diploma,12.0,Working,Married/Partnered,Black/African American,South,Neither,,,,Not Reported
802,5370,25000.0,14160.0,0.0,0,0,56,1,0,Less than HS,10.0,Working,Single/Unpartnered,Black/African American,South,Renter,455.0,5460.0,0.2184,Not Burdened (<30%)
4843,5370,30000.0,14160.0,0.0,0,0,31,1,0,Some College / AA,13.0,Unemployed,Married/Partnered,Black/African American,South,Renter,550.0,6600.0,0.22,Not Burdened (<30%)
630,5009,100.0,74000.0,1.0,0,0,23,2,1,HS Diploma,12.0,Unemployed,Married/Partnered,Black/African American,South,Neither,,,,Not Reported
8103,1275,22000.0,71577.0,1.0,14600,14600,50,1,0,HS Diploma,12.0,Working,Single/Unpartnered,Black/African American,South,Renter,300.0,3600.0,0.16363636363636364,Not Burdened (<30%)
5111,1221,8664.0,9459.0,0.0,-1000,-1000,55,1,0,Less than HS,10.0,Not in Labor Force,Married/Partnered,Black/African American,South,Renter,70.0,840.0,0.09695290858725762,Not Burdened (<30%)
5131,1494,33736.0,53328.0,0.0,2300,37300,40,3,1,HS Diploma,12.0,Working,Married/Partnered,Black/African American,South,Owner,288.0,3456.0,0.1024424946644534,Not Burdened (<30%)
5172,1567,35664.0,70561.0,1.0,3000,3000,26,2,1,Some College / AA,14.0,Unemployed,Married/Partnered,Other,South,Renter,102.0,1224.0,0.034320323014804845,Not Burdened (<30%)
6259,1706,9322.0,101760.0,1.0,0,0,23,1,0,HS Diploma,12.0,Working,Married/Partnered,Black/African American,South,Renter,241.0,2892.0,0.3102338553958378,Cost Burdened (≥30%)
8106,1275,27144.0,71577.0,1.0,11032,26032,48,3,0,Graduate Degree,16.0,Working,Single/Unpartnered,Black/African American,South,Owner,,,,Not Reported
5206,1304,37000.0,115000.0,1.0,33000,53000,32,5,3,Graduate Degree,17.0,Working,Married/Partnered,Black/African American,South,Owner,1100.0,13200.0,0.3567567567567568,Cost Burdened (≥30%)
5170,1375,19380.0,29500.0,0.0,6000,6000,30,4,3,Some College / AA,13.0,Working,Married/Partnered,Black/African American,South,Renter,168.0,2016.0,0.10402476780185758,Not Burdened (<30%)
5112,1573,7701.0,33522.0,0.0,2000,2000,33,2,1,HS Diploma,12.0,Other,Married/Partnered,Black/African American,South,Renter,100.0,1200.0,0.15582391897156214,Not Burdened (<30%)
6091,3227,10008.0,41612.0,0.0,30,100030,67,1,0,Less than HS,11.0,Not in Labor Force,Married/Partnered,Black/African American,South,Owner,,,,Not Reported
5839,7158,15000.0,64650.0,0.0,20000,20000,32,3,2,HS Diploma,12.0,Working,Married/Partnered,Black/African American,South,Neither,,,,Not Reported
6254,7554,11500.0,178820.0,1.0,12000,32000,43,4,0,Some College / AA,14.0,Other,Single/Unpartnered,,South,Owner,1167.0,14004.0,1.2177391304347827,Cost Burdened (≥30%)
3148,5122,10380.0,13212.0,0.0,12500,12500,71,1,0,HS Diploma,12.0,Not in Labor Force,Married/Partnered,Black/African American,South,Renter,,,,Not Reported
5892,3929,9016.0,500.0,0.0,0,0,28,3,1,HS Diploma,12.0,Unemployed,Married/Partnered,Black/African American,South,Renter,350.0,4200.0,0.4658385093167702,Cost Burdened (≥30%)
8581,2126,36286.0,16000.0,0.0,6000,6000,24,3,1,HS Diploma,12.0,Working,Married/Partnered,Black/African American,South,Renter,650.0,7800.0,0.2149589373312021,Not Burdened (<30%)
3372,3095,31847.0,33228.0,0.0,25200,55200,77,3,0,Less than HS,10.0,Not in Labor Force,Married/Partnered,Black/African American,Midwest,Owner,412.0,4944.0,0.15524225201745848,Not Burdened (<30%)
2970,2052,8088.0,0.0,0.0,0,0,57,1,0,Some College / AA,13.0,Not in Labor Force,Married/Partnered,Black/African American,Midwest,Renter,475.0,5700.0,0.7047477744807121,Cost Burdened (≥30%)
5156,2475,31520.0,57447.0,0.0,-11478,-11478,31,1,0,Some College / AA,14.0,Working,Single/Unpartnered,Black/African American,Midwest,Renter,200.0,2400.0,0.07614213197969544,Not Burdened (<30%)
7026,7687,18300.0,79300.0,1.0,-4200,-4200,29,5,4,HS Diploma,12.0,Working,Single/Unpartnered,Black/African American,Midwest,Renter,35.0,420.0,0.022950819672131147,Not Burdened (<30%)
8578,962,16194.0,20400.0,0.0,2000,2000,74,1,0,Less than HS,3.0,Not in Labor Force,Single/Unpartnered,Black/African American,South,Renter,300.0,3600.0,0.2223045572434235,Not Burdened (<30%)
2264,195,400.0,0.0,0.0,0,0,48,2,0,HS Diploma,12.0,Unemployed,Married/Partnered,Black/African American,South,Owner,,,,Not Reported
2809,1812,30644.0,14958.0,0.0,-17500,-17500,46,3,1,HS Diploma,12.0,Unemployed,Married/Partnered,Black/African American,South,Renter,310.0,3720.0,0.12139407388069443,Not Burdened (<30%)
4293,1325,10986.0,47600.0,0.0,2500,2500,38,2,1,Some College / AA,14.0,Working,Married/Partnered,Black/African American,South,Renter,500.0,6000.0,0.5461496450027308,Cost Burdened (≥30%)
4099,1333,22720.0,34640.0,0.0,-16970,-16970,29,3,2,Some College / AA,13.0,Working,Married/Partnered,Black/African American,South,Renter,443.0,5316.0,0.2339788732394366,Not Burdened (<30%)
2956,1880,3900.0,18300.0,0.0,-19700,-19700,22,1,0,Some College / AA,13.0,Working,Married/Partnered,Black/African American,South,Neither,,,,Not Reported
4236,4409,22000.0,0.0,0.0,15000,100000,46,1,0,Some College / AA,14.0,Working,Married/Partnered,Black/African American,South,Owner,,,,Not Reported
5065,4220,29000.0,41000.0,0.0,-70000,-70000,29,2,1,Bachelor's Degree,15.0,Working,Married/Partnered,White (Non-Hispanic),South,Renter,750.0,9000.0,0.3103448275862069,Cost Burdened (≥30%)
5724,7192,10908.0,27000.0,0.0,10000,10000,27,5,4,HS Diploma,12.0,Working,Single/Unpartnered,Black/African American,South,Renter,640.0,7680.0,0.7040704070407041,Cost Burdened (≥30%)
4942,6654,20200.0,113820.0,1.0,1800,1800,33,4,3,HS Diploma,12.0,Working,Married/Partnered,Black/African American,South,Renter,440.0,5280.0,0.2613861386138614,Not Burdened (<30%)
8185,8530,15092.0,55075.0,0.0,112700,112700,22,3,2,HS Diploma,12.0,Other,Married/Partnered,Black/African American,South,Neither,,,,Not Reported
8862,2342,23811.0,14500.0,0.0,-200,-200,23,5,4,Some College / AA,14.0,Working,Married/Partnered,Black/African American,South,Renter,550.0,6600.0,0.2771828146654907,Not Burdened (<30%)
7333,8450,35080.0,75000.0,1.0,13000,13000,28,2,1,HS Diploma,12.0,Working,Married/Partnered,Black/African American,West,Renter,300.0,3600.0,0.10262257696693272,Not Burdened (<30%)
2656,3158,20436.0,30572.0,0.0,14515,14515,64,1,0,HS Diploma,12.0,Not in Labor Force,Married/Partnered,Black/African American,South,Renter,702.0,8424.0,0.4122137404580153,Cost Burdened (≥30%)
6141,6141,14280.0,32564.0,0.0,-24400,-24400,35,1,0,Graduate Degree,17.0,Working,Married/Partnered,Black/African American,West,Renter,490.0,5880.0,0.4117647058823529,Cost Burdened (≥30%)
2999,3900,500.0,0.0,0.0,0,0,27,4,3,HS Diploma,12.0,Unemployed,Married/Partnered,Black/African American,South,Neither,,,,Not Reported
2602,8142,2000.0,62075.0,0.0,-55695,-55695,28,1,0,HS Diploma,12.0,Other,Married/Partnered,Black/African American,South,Renter,525.0,6300.0,2.0,Cost Burdened (≥30%)
2629,4777,4678.0,0.0,0.0,0,0,33,3,2,Some College / AA,13.0,Unemployed,Single/Unpartnered,Black/African American,South,Renter,34.0,408.0,0.08721675929884566,Not Burdened (<30%)
709,8997,31500.0,56000.0,0.0,0,-28000,54,1,0,HS Diploma,12.0,Not in Labor Force,Single/Unpartnered,Black/African American,Midwest,Owner,908.0,10896.0,0.3459047619047619,Cost Burdened (≥30%)
1561,2559,9888.0,55240.0,0.0,0,0,49,2,1,HS Diploma,12.0,Not in Labor Force,Single/Unpartnered,Black/African American,Midwest,Renter,770.0,9240.0,0.9344660194174758,Cost Burdened (≥30%)
2580,1696,16000.0,31828.0,0.0,1500,1500,25,1,0,Some College / AA,13.0,Working,Married/Partnered,Black/African American,South,Renter,700.0,8400.0,0.525,Cost Burdened (≥30%)
8684,3129,12300.0,146552.0,1.0,2200,2200,24,4,2,Some College / AA,14.0,Working,Married/Partnered,Black/African American,West,Renter,750.0,9000.0,0.7317073170731707,Cost Burdened (≥30%)
8638,8498,1600.0,1250.0,0.0,-31000,-31000,23,1,0,Some College / AA,14.0,Unemployed,Married/Partnered,White (Non-Hispanic),West,Renter,500.0,6000.0,2.0,Cost Burdened (≥30%)
1917,2344,35400.0,66000.0,0.0,-3000,40000,45,3,0,Some College / AA,14.0,Not in Labor Force,Married/Partnered,Black/African American,South,Owner,697.0,8364.0,0.23627118644067796,Not Burdened (<30%)
1090,39,20492.0,5800.0,0.0,-4050,-4050,57,6,3,Less than HS,11.0,Not in Labor Force,Married/Partnered,Black/African American,South,Renter,1000.0,12000.0,0.5855943782939684,Cost Burdened (≥30%)
810,3554,25210.0,11280.0,0.0,7100,7100,54,1,0,Less than HS,11.0,Working,Married/Partnered,Black/African American,South,Neither,,,,Not Reported
