ER34101,ER34901,income_2010,income_2020,above_median_2021,wealth_no_equity,wealth_with_equity,age_head,hh_size,num_children,education,education_years,employment_status,family_structure,race_ethnicity,geography,housing_tenure,monthly_housing_cost,annual_housing_cost,housing_cost_burden,cost_burdened
6283,7663,3122.0,33500.0,0.0,0,0,42,1,0,Some College / AA,14.0,Working,Married/Partnered,White (Non-Hispanic),South,Renter,500.0,6000.0,1.9218449711723253,Cost Burdened (≥30%)
6290,8085,259.0,29276.0,0.0,0,0,24,3,2,,,Unemployed,Married/Partnered,,South,Renter,250.0,3000.0,2.0,Cost Burdened (≥30%)
5542,5240,3000.0,13235.0,0.0,-31000,-31000,20,1,0,Some College / AA,13.0,Working,Married/Partnered,White (Non-Hispanic),South,Renter,400.0,4800.0,1.6,Cost Burdened (≥30%)
8579,7538,12295.0,18200.0,0.0,5000,5000,19,1,0,Less than HS,11.0,Other,Married/Partnered,White (Non-Hispanic),South,Neither,,,,Not Reported
5879,5405,36400.0,38760.0,0.0,4000,2000,56,2,0,Some College / AA,14.0,Working,Married/Partnered,White (Non-Hispanic),South,Owner,600.0,7200.0,0.1978021978021978,Not Burdened (<30%)
4288,8505,33440.0,45068.0,0.0,90000,340000,74,2,0,HS Diploma,12.0,Not in Labor Force,Married/Partnered,White (Non-Hispanic),Midwest,Owner,,,,Not Reported
4349,2065,33760.0,56376.0,0.0,-130550,-130550,52,3,0,Bachelor's Degree,15.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Neither,,,,Not Reported
5627,1588,3340.0,93397.0,1.0,18000,18000,25,1,0,Graduate Degree,16.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Renter,650.0,7800.0,2.0,Cost Burdened (≥30%)
4224,1596,28800.0,91006.0,1.0,7000,7000,37,4,2,Less than HS,11.0,Working,Married/Partnered,White (Non-Hispanic),South,Renter,900.0,10800.0,0.375,Cost Burdened (≥30%)
813,5515,13000.0,41521.0,0.0,10400,10400,53,1,0,Some College / AA,14.0,Working,Single/Unpartnered,Black/African American,Midwest,Renter,200.0,2400.0,0.18461538461538463,Not Burdened (<30%)
8394,4525,9528.0,18252.0,0.0,4010,4010,45,6,2,HS Diploma,12.0,Unemployed,Married/Partnered,Black/African American,Midwest,Renter,500.0,6000.0,0.6297229219143576,Cost Burdened (≥30%)
1474,7038,11112.0,43400.0,0.0,3200,3200,33,5,3,HS Diploma,12.0,Other,Married/Partnered,Black/African American,Midwest,Renter,350.0,4200.0,0.3779697624190065,Cost Burdened (≥30%)
1021,6796,17088.0,0.0,0.0,2500,2500,28,2,1,Less than HS,10.0,Unemployed,Married/Partnered,Black/African American,Midwest,Renter,300.0,3600.0,0.21067415730337077,Not Burdened (<30%)
2422,1118,28400.0,48590.0,0.0,1030,1030,61,1,0,Bachelor's Degree,15.0,Working,Single/Unpartnered,Black/African American,South,Renter,567.0,6804.0,0.2395774647887324,Not Burdened (<30%)
4968,302,33800.0,93500.0,1.0,-59400,-59400,32,3,1,Bachelor's Degree,15.0,Working,Married/Partnered,White (Non-Hispanic),South,Renter,750.0,9000.0,0.26627218934911245,Not Burdened (<30%)
5918,9139,33516.0,5537.0,0.0,1000,1000,53,1,0,Less than HS,11.0,Working,Single/Unpartnered,White (Non-Hispanic),South,Renter,350.0,4200.0,0.12531328320802004,Not Burdened (<30%)
4090,4771,35920.0,66044.0,0.0,146000,371000,69,2,0,Graduate Degree,17.0,Not in Labor Force,Married/Partnered,White (Non-Hispanic),Midwest,Owner,,,,Not Reported
7727,2653,2500.0,80000.0,1.0,0,0,18,1,0,Less than HS,11.0,Working,Married/Partnered,White (Non-Hispanic),West,Neither,,,,Not Reported
4749,5346,10200.0,86911.0,1.0,6655,6655,25,1,0,HS Diploma,12.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Renter,320.0,3840.0,0.3764705882352941,Cost Burdened (≥30%)
5086,2950,28600.0,34260.0,0.0,3100,4100,66,1,0,Less than HS,11.0,Not in Labor Force,Married/Partnered,White (Non-Hispanic),Midwest,Owner,800.0,9600.0,0.3356643356643357,Cost Burdened (≥30%)
5415,3102,36441.0,28040.0,0.0,-30000,-20000,47,2,0,Less than HS,10.0,Not in Labor Force,Married/Partnered,White (Non-Hispanic),Midwest,Owner,600.0,7200.0,0.1975796492961225,Not Burdened (<30%)
5672,5285,26000.0,32575.0,0.0,15000,27000,43,1,0,HS Diploma,12.0,Working,Single/Unpartnered,White (Non-Hispanic),Midwest,Owner,,,,Not Reported
5235,2839,27000.0,84800.0,1.0,-800,-800,41,4,2,Some College / AA,13.0,Working,Married/Partnered,White (Non-Hispanic),South,Renter,749.0,8988.0,0.3328888888888889,Cost Burdened (≥30%)
3508,6605,11680.0,120500.0,1.0,4000,4000,26,5,4,Less than HS,9.0,Unemployed,Married/Partnered,White (Non-Hispanic),Midwest,Neither,,,,Not Reported
8091,4638,16942.0,50775.0,0.0,-17992,-7992,46,2,1,HS Diploma,12.0,Unemployed,Single/Unpartnered,White (Non-Hispanic),Midwest,Owner,,,,Not Reported
193,4816,16814.0,17039.0,0.0,29400,29400,73,1,0,Some College / AA,13.0,Not in Labor Force,Single/Unpartnered,White (Non-Hispanic),Northeast,Renter,200.0,2400.0,0.14273819436184132,Not Burdened (<30%)
911,6242,27640.0,915.0,0.0,-1000,-1000,51,1,0,Some College / AA,14.0,Unemployed,Single/Unpartnered,White (Non-Hispanic),Northeast,Renter,555.0,6660.0,0.24095513748191028,Not Burdened (<30%)
2225,7271,18056.0,49075.0,0.0,-3800,71200,49,2,1,HS Diploma,12.0,Working,Single/Unpartnered,White (Non-Hispanic),Northeast,Owner,1546.0,18552.0,1.0274700930438636,Cost Burdened (≥30%)
4836,319,22002.0,220000.0,1.0,3000,3000,22,1,0,Graduate Degree,16.0,Working,Married/Partnered,White (Non-Hispanic),Northeast,Renter,500.0,6000.0,0.2727024815925825,Not Burdened (<30%)
3949,236,11360.0,78800.0,1.0,388000,486000,58,2,0,Graduate Degree,17.0,Working,Married/Partnered,White (Non-Hispanic),West,Owner,1056.0,12672.0,1.115492957746479,Cost Burdened (≥30%)
6629,2128,29500.0,57956.0,0.0,-27400,-27400,41,2,1,Graduate Degree,17.0,Working,Single/Unpartnered,White (Non-Hispanic),Midwest,Renter,815.0,9780.0,0.33152542372881355,Cost Burdened (≥30%)
5798,9239,13119.0,72000.0,1.0,-49500,-49500,27,1,0,Graduate Degree,17.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Renter,415.0,4980.0,0.37960210381888865,Cost Burdened (≥30%)
8080,5324,17005.0,166566.0,1.0,-28500,-28500,25,1,0,Graduate Degree,16.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Renter,350.0,4200.0,0.2469861805351367,Not Burdened (<30%)
2990,6714,15808.0,46436.0,0.0,-8770,46230,48,3,2,Less than HS,9.0,Not in Labor Force,Single/Unpartnered,White (Non-Hispanic),South,Owner,,,,Not Reported
2806,5378,25163.0,136000.0,1.0,6000,6000,26,1,0,Graduate Degree,16.0,Other,Married/Partnered,White (Non-Hispanic),West,Renter,750.0,9000.0,0.3576680046099432,Cost Burdened (≥30%)
7897,2648,36000.0,37440.0,0.0,67000,152000,66,2,0,HS Diploma,12.0,Not in Labor Force,Married/Partnered,White (Non-Hispanic),South,Owner,,,,Not Reported
4402,2825,19210.0,250130.0,1.0,-18500,-18500,24,1,0,Graduate Degree,16.0,Working,Married/Partnered,White (Non-Hispanic),South,Renter,900.0,10800.0,0.5622071837584591,Cost Burdened (≥30%)
3046,2430,31148.0,31504.0,0.0,55000,67000,70,2,0,HS Diploma,12.0,Not in Labor Force,Married/Partnered,White (Non-Hispanic),South,Owner,,,,Not Reported
467,2878,11012.0,31600.0,0.0,2500,2500,41,3,2,Less than HS,11.0,Working,Married/Partnered,Black/African American,Midwest,Renter,273.0,3276.0,0.29749364329822015,Not Burdened (<30%)
1620,8169,13900.0,204400.0,1.0,6000,6000,26,3,2,Bachelor's Degree,15.0,Temp Laid Off,Married/Partnered,Black/African American,Midwest,Renter,1050.0,12600.0,0.9064748201438849,Cost Burdened (≥30%)
1007,6264,8088.0,27635.0,0.0,0,0,23,3,2,HS Diploma,12.0,Unemployed,Married/Partnered,Black/African American,Midwest,Renter,975.0,11700.0,1.446587537091988,Cost Burdened (≥30%)
1554,2574,2600.0,7200.0,0.0,1400,1400,24,1,0,HS Diploma,12.0,Unemployed,Married/Partnered,Black/African American,Midwest,Renter,550.0,6600.0,2.0,Cost Burdened (≥30%)
2790,8824,13600.0,37166.0,0.0,72000,91500,32,5,3,Graduate Degree,16.0,Working,Married/Partnered,White (Non-Hispanic),South,Owner,1439.0,17268.0,1.2697058823529412,Cost Burdened (≥30%)
7201,200,15003.0,39770.0,0.0,6805,6805,22,1,0,Bachelor's Degree,15.0,Working,Married/Partnered,White (Non-Hispanic),South,Renter,25.0,300.0,0.01999600079984003,Not Burdened (<30%)
2570,8088,34245.0,66181.0,0.0,45150,130150,61,2,1,Some College / AA,13.0,Not in Labor Force,Single/Unpartnered,Black/African American,South,Owner,865.0,10380.0,0.30310994305738065,Cost Burdened (≥30%)
1695,3241,5000.0,22572.0,0.0,-40000,-40000,52,2,0,HS Diploma,12.0,Working,Married/Partnered,Black/African American,West,Renter,480.0,5760.0,1.152,Cost Burdened (≥30%)
5938,3143,29852.0,44874.0,0.0,10000,135000,82,2,0,HS Diploma,12.0,Not in Labor Force,Married/Partnered,White (Non-Hispanic),Midwest,Owner,,,,Not Reported
5796,3523,34000.0,30805.0,0.0,1100,2600,52,1,0,HS Diploma,12.0,Working,Single/Unpartnered,White (Non-Hispanic),Midwest,Owner,291.0,3492.0,0.10270588235294117,Not Burdened (<30%)
5292,2001,21070.0,125470.0,1.0,100040,100040,32,1,0,HS Diploma,12.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Renter,295.0,3540.0,0.16801139060275272,Not Burdened (<30%)
8505,2841,28516.0,90000.0,1.0,5500,5500,30,3,1,HS Diploma,12.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Renter,525.0,6300.0,0.22092860148688456,Not Burdened (<30%)
8600,1551,28000.0,121500.0,1.0,6200,6200,37,2,0,Some College / AA,14.0,Working,Single/Unpartnered,White (Non-Hispanic),South,Renter,595.0,7140.0,0.255,Not Burdened (<30%)
6821,3810,1500.0,13212.0,0.0,0,0,54,1,0,Some College / AA,14.0,Other,Married/Partnered,Black/African American,South,Renter,675.0,8100.0,2.0,Cost Burdened (≥30%)
6934,6935,10420.0,50800.0,0.0,67600,97600,29,2,1,Less than HS,11.0,Not in Labor Force,Married/Partnered,Black/African American,South,Owner,,,,Not Reported
5693,3509,10617.0,58475.0,0.0,50000,112000,49,3,1,HS Diploma,12.0,Working,Single/Unpartnered,Black/African American,South,Owner,452.0,5424.0,0.510878779316191,Cost Burdened (≥30%)
6822,7678,35088.0,45000.0,0.0,-27000,-27000,22,1,0,Bachelor's Degree,15.0,Working,Married/Partnered,Black/African American,South,Renter,450.0,5400.0,0.1538987688098495,Not Burdened (<30%)
7058,3337,36370.0,136007.0,1.0,351000,541000,73,2,0,HS Diploma,12.0,Not in Labor Force,Married/Partnered,White (Non-Hispanic),West,Owner,,,,Not Reported
8195,3439,25000.0,84050.0,1.0,2000,2000,22,1,0,Some College / AA,14.0,Working,Married/Partnered,White (Non-Hispanic),West,Renter,250.0,3000.0,0.12,Not Burdened (<30%)
8194,5155,20000.0,116150.0,1.0,7900,7900,20,1,0,Some College / AA,14.0,Working,Married/Partnered,White (Non-Hispanic),West,Renter,428.0,5136.0,0.2568,Not Burdened (<30%)
7761,1680,27948.0,133166.0,1.0,3200,3200,40,3,2,HS Diploma,12.0,Working,Single/Unpartnered,White (Non-Hispanic),South,Renter,618.0,7416.0,0.26534993559467585,Not Burdened (<30%)
1274,5863,29178.0,28400.0,0.0,21300,241300,78,1,0,Some College / AA,13.0,Not in Labor Force,Married/Partnered,White (Non-Hispanic),West,Owner,,,,Not Reported
3820,2303,21016.0,61391.0,0.0,-200,-200,22,1,0,,,Working,Single/Unpartnered,,Midwest,Renter,250.0,3000.0,0.1427483821850019,Not Burdened (<30%)
5594,138,24212.0,28850.0,0.0,537,537,57,1,0,Graduate Degree,16.0,Working,Married/Partnered,White (Non-Hispanic),South,Renter,400.0,4800.0,0.19824880224681976,Not Burdened (<30%)
5566,816,24500.0,28673.0,0.0,700,700,54,1,0,Some College / AA,13.0,Working,Single/Unpartnered,White (Non-Hispanic),South,Renter,550.0,6600.0,0.2693877551020408,Not Burdened (<30%)
7522,8484,36590.0,17832.0,0.0,13050,47050,53,1,0,HS Diploma,12.0,Working,Single/Unpartnered,White (Non-Hispanic),Midwest,Owner,724.0,8688.0,0.23744192402295708,Not Burdened (<30%)
7039,6724,22300.0,45800.0,0.0,9000,9000,25,2,1,HS Diploma,12.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Renter,790.0,9480.0,0.42511210762331836,Cost Burdened (≥30%)
4395,6547,30000.0,0.0,0.0,126000,146000,30,1,0,Less than HS,11.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Owner,606.0,7272.0,0.2424,Not Burdened (<30%)
2834,3323,15200.0,54000.0,0.0,-33600,-33600,23,2,0,Some College / AA,14.0,Unemployed,Married/Partnered,White (Non-Hispanic),Midwest,Renter,550.0,6600.0,0.4342105263157895,Cost Burdened (≥30%)
7839,3674,17800.0,59750.0,0.0,7050,7050,21,3,2,Less than HS,11.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Renter,540.0,6480.0,0.36404494382022473,Cost Burdened (≥30%)
5151,3908,9830.0,37000.0,0.0,1500,1500,18,3,2,Less than HS,10.0,Working,Single/Unpartnered,White (Non-Hispanic),Midwest,Renter,175.0,2100.0,0.2136317395727365,Not Burdened (<30%)
5703,6770,16050.0,51000.0,0.0,-800,-800,52,1,0,HS Diploma,12.0,Not in Labor Force,Single/Unpartnered,White (Non-Hispanic),South,Renter,789.0,9468.0,0.5899065420560747,Cost Burdened (≥30%)
5432,5011,3630.0,80539.0,1.0,-25500,-25500,21,1,0,Graduate Degree,16.0,Working,Married/Partnered,White (Non-Hispanic),South,Renter,3500.0,42000.0,2.0,Cost Burdened (≥30%)
6195,5733,1400.0,66424.0,0.0,1000,1000,21,4,2,,,Unemployed,Married/Partnered,,South,Neither,,,,Not Reported
4758,3207,20943.0,21231.0,0.0,47000,122000,74,1,0,HS Diploma,12.0,Other,Single/Unpartnered,White (Non-Hispanic),Midwest,Owner,,,,Not Reported
5203,5045,12625.0,25404.0,0.0,19000,109000,49,1,0,Some College / AA,13.0,Working,Married/Partnered,White (Non-Hispanic),South,Owner,,,,Not Reported
7375,4572,17900.0,20000.0,0.0,0,0,45,1,0,HS Diploma,12.0,Working,Single/Unpartnered,White (Non-Hispanic),South,Renter,450.0,5400.0,0.3016759776536313,Cost Burdened (≥30%)
7708,8347,27004.0,42134.0,0.0,46000,46000,21,1,0,Some College / AA,13.0,Working,Married/Partnered,White (Non-Hispanic),West,Renter,525.0,6300.0,0.23329877055251075,Not Burdened (<30%)
7046,2034,11200.0,9636.0,0.0,2925,124925,57,1,0,HS Diploma,12.0,Working,Single/Unpartnered,White (Non-Hispanic),South,Owner,596.0,7152.0,0.6385714285714286,Cost Burdened (≥30%)
6901,5483,36000.0,53697.0,0.0,7150,7150,63,3,0,Less than HS,8.0,Other,Married/Partnered,White (Non-Hispanic),South,Renter,450.0,5400.0,0.15,Not Burdened (<30%)
7416,4622,27796.0,34300.0,0.0,-89400,-39400,19,2,0,Less than HS,11.0,Working,Married/Partnered,White (Non-Hispanic),South,Owner,,,,Not Reported
1608,1995,36000.0,17712.0,0.0,25000,21000,56,1,0,Graduate Degree,16.0,Working,Single/Unpartnered,White (Non-Hispanic),West,Owner,1100.0,13200.0,0.36666666666666664,Cost Burdened (≥30%)
3680,8753,200.0,9000.0,0.0,-30000,-30000,37,1,0,Less than HS,11.0,Unemployed,Married/Partnered,White (Non-Hispanic),West,Neither,,,,Not Reported
531,8435,3520.0,16189.0,0.0,-47000,-47000,30,3,2,Some College / AA,13.0,Working,Single/Unpartnered,White (Non-Hispanic),West,Neither,,,,Not Reported
3013,2828,14030.0,29300.0,0.0,-14900,-14900,33,1,0,Graduate Degree,16.0,Working,Married/Partnered,White (Non-Hispanic),Northeast,Renter,530.0,6360.0,0.4533143264433357,Cost Burdened (≥30%)
3849,2974,19000.0,93150.0,1.0,1500,1500,23,1,0,HS Diploma,12.0,Working,Married/Partnered,White (Non-Hispanic),Northeast,Neither,,,,Not Reported
8382,8548,15000.0,48627.0,0.0,900,900,27,1,0,Graduate Degree,16.0,Working,Married/Partnered,White (Non-Hispanic),West,Renter,374.0,4488.0,0.2992,Not Burdened (<30%)
5509,2899,36100.0,55000.0,0.0,-8320,-8320,32,2,1,Some College / AA,14.0,Working,Married/Partnered,White (Non-Hispanic),West,Renter,690.0,8280.0,0.2293628808864266,Not Burdened (<30%)
3738,7682,24480.0,38020.0,0.0,-33000,-33000,32,5,3,Bachelor's Degree,15.0,Working,Married/Partnered,White (Non-Hispanic),South,Renter,650.0,7800.0,0.31862745098039214,Cost Burdened (≥30%)
4816,1222,29351.0,102855.0,1.0,1368,1368,29,1,0,Graduate Degree,16.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Renter,293.0,3516.0,0.11979148921672175,Not Burdened (<30%)
1491,2432,24640.0,13212.0,0.0,30000,30000,84,1,0,Bachelor's Degree,15.0,Not in Labor Force,Married/Partnered,White (Non-Hispanic),South,Renter,4000.0,48000.0,1.948051948051948,Cost Burdened (≥30%)
6046,1259,19275.0,43304.0,0.0,-2200,25800,55,1,0,Some College / AA,14.0,Working,Single/Unpartnered,White (Non-Hispanic),West,Owner,654.0,7848.0,0.40715953307392994,Cost Burdened (≥30%)
5464,1482,24398.0,65280.0,0.0,202700,2202700,56,1,0,Bachelor's Degree,15.0,Unemployed,Married/Partnered,White (Non-Hispanic),West,Owner,,,,Not Reported
6266,2920,24540.0,22200.0,0.0,13900,13900,67,1,0,HS Diploma,12.0,Not in Labor Force,Single/Unpartnered,Black/African American,South,Renter,255.0,3060.0,0.12469437652811736,Not Burdened (<30%)
6151,5422,35.0,0.0,0.0,0,0,51,2,0,Less than HS,11.0,Unemployed,Married/Partnered,Black/African American,South,Renter,113.0,1356.0,2.0,Cost Burdened (≥30%)
7447,4228,35000.0,25000.0,0.0,0,0,24,3,1,Less than HS,11.0,Working,Married/Partnered,Black/African American,South,Renter,1100.0,13200.0,0.37714285714285717,Cost Burdened (≥30%)
2241,2629,16112.0,12540.0,0.0,4500,4500,51,3,1,HS Diploma,12.0,Not in Labor Force,Married/Partnered,Black/African American,South,Neither,,,,Not Reported
3024,2686,16000.0,22148.0,0.0,-4000,-4000,34,1,0,Bachelor's Degree,15.0,Working,Single/Unpartnered,Black/African American,South,Renter,100.0,1200.0,0.075,Not Burdened (<30%)
2349,3254,5500.0,47288.0,0.0,2500,2500,32,4,3,Some College / AA,13.0,Other,Married/Partnered,Black/African American,South,Neither,,,,Not Reported
8329,2577,35179.0,140150.0,1.0,-2000,-2000,31,4,2,HS Diploma,12.0,Working,Married/Partnered,Black/African American,South,Renter,800.0,9600.0,0.2728900764660735,Not Burdened (<30%)
6262,7225,4950.0,24960.0,0.0,-5100,-5100,27,4,3,HS Diploma,12.0,Unemployed,Married/Partnered,Black/African American,South,Neither,,,,Not Reported
3082,8303,19988.0,73368.0,1.0,0,0,53,3,0,HS Diploma,12.0,Not in Labor Force,Married/Partnered,Black/African American,South,Renter,550.0,6600.0,0.3301981188713228,Cost Burdened (≥30%)
8477,6364,23924.0,28000.0,0.0,2000,2000,22,2,1,HS Diploma,12.0,Working,Married/Partnered,Black/African American,South,Renter,700.0,8400.0,0.3511118542049824,Cost Burdened (≥30%)
1985,6353,16800.0,42424.0,0.0,10000,260000,85,2,0,Graduate Degree,16.0,Not in Labor Force,Married/Partnered,White (Non-Hispanic),South,Owner,,,,Not Reported
1379,313,26000.0,175006.0,1.0,8000,18000,30,1,0,Graduate Degree,16.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Owner,550.0,6600.0,0.25384615384615383,Not Burdened (<30%)
5817,5602,22300.0,55000.0,0.0,8005,8005,33,5,3,Graduate Degree,17.0,Working,Married/Partnered,Other,West,Renter,235.0,2820.0,0.12645739910313902,Not Burdened (<30%)
7010,4005,29100.0,29607.0,0.0,-300,-300,26,3,2,Bachelor's Degree,15.0,Unemployed,Married/Partnered,Other,West,Renter,50.0,600.0,0.020618556701030927,Not Burdened (<30%)
2914,2337,22300.0,34156.0,0.0,2000,2000,58,1,0,Some College / AA,14.0,Working,Single/Unpartnered,White (Non-Hispanic),West,Renter,775.0,9300.0,0.4170403587443946,Cost Burdened (≥30%)
4523,7292,27780.0,79316.0,1.0,2200,2200,25,2,1,Some College / AA,14.0,Working,Married/Partnered,White (Non-Hispanic),West,Renter,825.0,9900.0,0.3563714902807775,Cost Burdened (≥30%)
3448,9082,29700.0,45000.0,0.0,12000,12000,23,1,0,HS Diploma,12.0,Working,Married/Partnered,White (Non-Hispanic),West,Renter,350.0,4200.0,0.1414141414141414,Not Burdened (<30%)
4034,950,28643.0,23218.0,0.0,6760,161760,82,1,0,Some College / AA,14.0,Working,Married/Partnered,White (Non-Hispanic),West,Owner,517.0,6204.0,0.21659742345424712,Not Burdened (<30%)
2565,3521,31000.0,22800.0,0.0,-4500,-4500,69,1,0,HS Diploma,12.0,Unemployed,Single/Unpartnered,White (Non-Hispanic),West,Renter,650.0,7800.0,0.25161290322580643,Not Burdened (<30%)
7510,634,11660.0,13200.0,0.0,15000,15000,94,1,0,HS Diploma,12.0,Not in Labor Force,Married/Partnered,White (Non-Hispanic),Northeast,Renter,,,,Not Reported
7190,156,13050.0,55200.0,0.0,268006,333006,45,3,1,Graduate Degree,17.0,Working,Married/Partnered,White (Non-Hispanic),South,Owner,1500.0,18000.0,1.3793103448275863,Cost Burdened (≥30%)
2393,1022,11738.0,7234.0,0.0,4500,89500,56,1,0,Some College / AA,14.0,Not in Labor Force,Married/Partnered,White (Non-Hispanic),South,Owner,,,,Not Reported
49,1030,32204.0,56914.0,0.0,9900,55900,67,2,0,Graduate Degree,16.0,Working,Married/Partnered,White (Non-Hispanic),South,Owner,589.0,7068.0,0.2194758415103714,Not Burdened (<30%)
6853,853,35564.0,54206.0,0.0,-6500,-6500,44,1,0,Graduate Degree,17.0,Working,Married/Partnered,White (Non-Hispanic),South,Renter,650.0,7800.0,0.21932291080868294,Not Burdened (<30%)
8890,6370,36526.0,42400.0,0.0,27624,27624,23,1,0,HS Diploma,12.0,Working,Married/Partnered,White (Non-Hispanic),West,Neither,,,,Not Reported
3100,261,30500.0,26675.0,0.0,52000,302000,69,1,0,Graduate Degree,17.0,Not in Labor Force,Married/Partnered,White (Non-Hispanic),South,Owner,,,,Not Reported
7037,6650,35000.0,42000.0,0.0,606,606,43,3,2,HS Diploma,12.0,Working,Single/Unpartnered,White (Non-Hispanic),West,Renter,800.0,9600.0,0.2742857142857143,Not Burdened (<30%)
7822,6968,17000.0,63000.0,0.0,-30000,-30000,28,4,2,Bachelor's Degree,15.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Renter,600.0,7200.0,0.4235294117647059,Cost Burdened (≥30%)
5288,4352,20000.0,70150.0,1.0,-7550,-7550,22,1,0,HS Diploma,12.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Renter,100.0,1200.0,0.06,Not Burdened (<30%)
5496,5343,29700.0,89957.0,1.0,-39600,-39600,33,6,4,Some College / AA,14.0,Working,Married/Partnered,White (Non-Hispanic),Midwest,Renter,800.0,9600.0,0.32323232323232326,Cost Burdened (≥30%)
